Id,SalePrice
1604,269971.16
1605,244889.77
1606,164943.25
1607,175595.36
1608,222066.34
1609,198096.67
1610,152083.05
1611,135990.67
1612,160397.12
1613,160728.48
1614,123356.07
1615,94284.01
1616,64778.93
1617,96866.97
1618,127873.52
1619,135500.28
1620,169708.6
1621,135335.95
1622,148619.61
1623,285021.94
1624,207356.97
1625,130935.41
1626,161654.9
1627,186527.67
1628,281571.78
1629,181311.19
1630,414403.75
1631,237214.55
1632,256646.81
1633,172849.39
1634,186506.89
1635,180783.25
1636,156329.11
1637,198510.03
1638,199316.69
1639,177985.78
1640,256006.83
1641,177997.88
1642,219150.69
1643,210215.5
1644,221419.22
1645,204918.31
1646,157869.73
1647,158739.03
1648,127581.086
1649,133276.33
1650,119543.88
1651,124978.61
1652,96869.96
1653,96417.27
1654,147226.0
1655,144753.75
1656,147356.33
1657,149638.73
1658,143329.38
1659,135749.62
1660,150921.48
1661,450890.06
1662,410180.0
1663,421328.66
1664,297326.9
1665,349978.03
1666,310274.06
1667,355558.97
1668,347204.34
1669,299850.28
1670,350879.88
1671,270503.88
1672,509962.62
1673,298348.28
1674,246839.58
1675,189318.73
1676,190971.58
1677,217801.25
1678,534735.75
1679,364073.28
1680,340276.25
1681,265032.94
1682,293378.72
1683,175325.83
1684,167472.25
1685,173515.45
1686,168509.31
1687,166336.56
1688,185459.95
1689,188704.34
1690,188802.31
1691,181245.64
1692,273001.4
1693,170098.23
1694,185864.98
1695,165983.47
1696,279825.25
1697,175263.39
1698,380603.6
1699,346176.97
1700,242590.16
1701,263010.12
1702,266514.66
1703,249282.72
1704,308195.62
1705,233774.92
1706,514439.53
1707,213340.31
1708,208123.55
1709,294097.28
1710,225465.42
1711,244135.34
1712,265932.78
1713,263632.7
1714,218732.27
1715,212535.95
1716,197185.25
1717,183145.67
1718,137655.19
1719,194909.19
1720,251035.42
1721,170351.72
1722,131257.33
1723,154951.48
1724,223675.89
1725,240065.17
1726,187362.56
1727,152188.16
1728,168108.55
1729,165397.34
1730,169421.28
1731,124394.82
1732,132817.7
1733,113714.016
1734,113738.625
1735,128091.19
1736,114800.984
1737,347593.78
1738,215230.02
1739,291782.53
1740,266153.25
1741,207216.61
1742,174201.02
1743,171161.67
1744,319788.47
1745,233545.1
1746,233813.6
1747,215581.97
1748,221357.86
1749,144304.78
1750,129532.95
1751,234197.44
1752,117944.16
1753,149766.56
1754,205972.53
1755,169631.28
1756,140014.06
1757,121734.71
1758,138696.39
1759,158382.64
1760,163389.77
1761,146581.73
1762,191362.83
1763,167721.1
1764,112656.43
1765,180258.39
1766,183789.73
1767,217502.61
1768,142694.45
1769,181320.53
1770,144653.78
1771,128060.47
1772,129655.02
1773,126943.94
1774,134484.33
1775,141412.42
1776,124039.36
1777,112359.79
1778,134648.16
1779,115849.13
1780,169405.22
1781,128883.625
1782,95623.625
1783,135331.88
1784,108356.51
1785,114760.04
1786,170807.16
1787,158155.98
1788,58429.82
1789,96326.2
1790,70147.125
1791,193236.83
1792,158066.3
1793,127018.06
1794,152794.31
1795,135222.17
1796,119758.37
1797,111756.125
1798,123412.92
1799,114737.42
1800,139436.42
1801,133435.08
1802,140057.08
1803,147673.61
1804,137415.75
1805,139902.69
1806,117689.1
1807,139540.84
1808,132258.67
1809,124296.84
1810,144105.25
1811,91107.23
1812,95565.59
1813,123435.555
1814,95658.1
1815,51101.617
1816,91377.24
1817,107878.164
1818,145269.75
1819,119380.234
1820,58760.01
1821,99615.22
1822,146604.11
1823,48183.44
1824,137720.42
1825,142651.62
1826,102702.11
1827,100862.016
1828,147907.17
1829,128654.03
1830,139940.73
1831,169662.55
1832,85093.25
1833,152360.38
1834,118517.49
1835,133225.27
1836,126936.586
1837,87346.08
1838,120260.43
1839,81843.01
1840,166853.58
1841,151388.67
1842,73135.25
1843,134862.55
1844,138522.23
1845,134762.1
1846,153895.08
1847,158368.22
1848,54580.117
1849,123438.195
1850,115322.78
1851,152338.95
1852,122990.695
1853,123200.945
1854,167421.25
1855,140109.1
1856,218396.58
1857,167397.45
1858,132933.08
1859,115946.3
1860,142457.14
1861,115946.3
1862,322183.72
1863,312585.62
1864,315959.62
1865,329989.2
1866,333438.12
1867,258328.89
1868,309664.1
1869,207531.98
1870,252220.77
1871,238019.23
1872,169511.83
1873,236675.42
1874,146390.9
1875,208342.42
1876,197118.03
1877,210703.08
1878,201999.08
1879,129916.99
1880,134032.56
1881,209974.95
1882,259096.66
1883,187945.44
1884,201078.17
1885,252851.53
1886,294639.5
1887,215103.75
1888,292969.03
1889,163264.62
1890,121554.61
1891,138230.81
1892,107143.88
1893,120489.15
1894,128923.66
1895,132415.08
1896,123183.516
1897,108564.86
1898,110181.64
1899,158543.52
1900,162008.62
1901,169511.14
1902,133696.67
1903,212040.16
1904,152405.98
1905,195184.28
1906,183040.33
1907,202667.92
1908,113429.11
1909,132321.02
1910,115011.42
1911,208187.06
1912,296498.5
1913,139243.31
1914,71988.03
1915,328081.97
1916,61595.312
1917,274278.7
1918,142561.31
1919,167547.08
1920,147598.16
1921,430340.44
1922,338693.0
1923,208285.25
1924,214808.0
1925,207606.55
1926,417080.38
1927,131914.14
1928,154804.67
1929,122849.33
1930,131035.375
1931,151567.72
1932,138800.55
1933,179890.94
1934,180542.03
1935,176445.75
1936,184183.36
1937,182930.33
1938,176472.45
1939,239869.08
1940,194045.6
1941,169323.36
1942,182439.44
1943,210920.44
1944,330903.16
1945,381391.47
1946,145950.73
1947,321415.38
1948,169503.11
1949,224692.19
1950,182748.77
1951,262949.44
1952,208539.92
1953,169900.56
1954,186140.12
1955,132840.56
1956,286227.8
1957,156745.9
1958,328831.84
1959,134312.08
1960,114755.445
1961,116241.11
1962,96846.74
1963,108006.39
1964,106401.81
1965,141939.98
1966,145993.44
1967,296891.56
1968,443442.16
1969,395919.3
1970,451433.53
1971,445288.97
1972,410751.44
1973,275660.56
1974,313329.5
1975,359335.94
1976,273685.72
1977,341911.06
1978,371250.34
1979,343789.88
1980,196643.28
1981,347301.88
1982,229463.31
1983,209548.48
1984,166463.64
1985,209385.83
1986,204310.34
1987,174848.86
1988,174295.28
1989,193270.98
1990,216488.42
1991,237465.75
1992,217063.08
1993,163823.66
1994,240943.55
1995,189795.8
1996,248567.94
1997,331676.84
1998,355932.84
1999,247878.42
2000,320497.62
2001,259839.95
2002,238532.69
2003,249193.27
2004,277189.47
2005,227472.44
2006,229663.25
2007,251316.2
2008,220439.28
2009,192346.95
2010,196630.45
2011,143827.73
2012,175756.83
2013,180734.11
2014,186457.16
2015,209142.53
2016,192964.36
2017,197994.22
2018,113345.64
2019,129013.375
2020,108939.28
2021,107243.836
2022,191335.44
2023,141577.84
2024,259700.0
2025,372891.1
2026,167996.27
2027,159441.56
2028,151760.52
2029,176598.02
2030,285360.8
2031,252001.28
2032,256453.61
2033,278092.0
2034,163444.53
2035,217443.89
2036,187948.88
2037,187960.92
2038,326775.84
2039,245917.0
2040,370374.44
2041,277145.75
2042,202207.03
2043,167557.94
2044,172839.9
2045,205986.98
2046,138785.38
2047,139884.81
2048,143395.42
2049,155529.77
2050,185257.6
2051,114529.99
2052,132865.9
2053,146165.33
2054,89139.586
2055,153251.83
2056,135679.62
2057,114416.94
2058,224260.83
2059,130367.77
2060,166270.8
2061,171377.17
2062,129721.95
2063,105147.88
2064,142719.1
2065,124524.47
2066,157868.23
2067,124678.81
2068,79969.65
2069,93013.16
2070,115269.36
2071,92610.32
2072,112267.195
2073,135449.5
2074,188997.9
2075,153586.17
2076,127933.625
2077,150017.19
2078,129271.89
2079,128925.79
2080,114823.66
2081,126362.13
2082,139418.97
2083,148669.62
2084,111018.88
2085,119200.9
2086,143176.75
2087,126851.805
2088,91235.33
2089,62451.38
2090,130204.86
2091,113093.92
2092,127580.56
2093,119686.266
2094,126136.12
2095,144041.9
2096,78572.78
2097,85123.53
2098,145903.62
2099,55747.71
2100,91315.53
2101,114158.75
2102,124369.55
2103,106180.836
2104,137865.23
2105,120755.37
2106,67398.82
2107,216723.9
2108,108572.66
2109,110677.07
2110,138204.81
2111,145975.17
2112,144359.33
2113,117606.03
2114,117397.4
2115,162471.95
2116,125474.89
2117,152453.33
2118,125159.44
2119,104092.73
2120,118359.95
2121,100866.46
2122,108355.26
2123,76527.21
2124,183906.22
2125,133281.92
2126,147143.81
2127,161109.88
2128,127572.25
2129,88789.33
2130,150272.17
2131,148307.27
2132,118288.47
2133,123983.26
2134,117527.91
2135,80374.86
2136,68586.984
2137,115817.55
2138,130481.266
2139,153791.34
2140,139389.52
2141,148958.12
2142,123825.734
2143,139867.62
2144,120788.08
2145,136525.2
2146,156734.53
2147,135957.25
2148,132278.66
2149,153039.31
2150,211298.45
2151,107561.52
2152,176896.88
2153,173086.5
2154,109079.46
2155,149004.81
2156,284080.2
2157,220949.22
2158,229783.55
2159,204075.58
2160,173686.73
2161,241285.89
2162,412528.03
2163,356590.94
2164,245218.95
2165,182230.66
2166,157651.78
2167,219775.34
2168,196979.84
2169,200432.95
2170,221219.25
2171,156303.9
2172,137894.4
2173,163734.77
2174,222697.94
2175,315421.25
2176,311323.6
2177,248931.55
2178,205971.25
2179,138600.84
2180,223961.47
2181,193736.1
2182,225747.98
2183,189597.56
2184,122436.71
2185,112846.18
2186,151161.8
2187,149332.17
2188,151131.45
2189,215169.22
2190,83260.2
2191,86420.1
2192,99320.66
2193,100685.125
2194,108794.53
2195,109312.836
2196,106401.67
2197,119393.46
2198,162871.31
2199,177073.9
2200,147043.73
2201,144980.12
2202,219059.03
2203,141699.05
2204,184032.64
2205,104992.805
2206,136307.1
2207,212970.31
2208,252974.14
2209,234914.27
2210,127207.3
2211,122158.27
2212,112144.51
2213,105030.91
2214,133004.05
2215,104422.08
2216,154436.7
2217,90992.37
2218,88853.12
2219,85085.61
2220,66199.03
2221,328023.2
2222,247903.53
2223,274183.28
2224,206674.84
2225,141373.7
2226,197042.95
2227,194905.83
2228,260236.25
2229,255445.95
2230,152277.6
2231,225528.55
2232,185935.28
2233,173192.08
2234,241326.47
2235,209696.73
2236,274281.0
2237,349361.84
2238,208713.42
2239,114589.38
2240,156557.11
2241,156173.98
2242,124974.586
2243,130220.48
2244,107274.12
2245,103330.76
2246,138055.3
2247,118343.836
2248,126034.22
2249,123228.22
2250,135399.25
2251,131688.33
2252,173248.94
2253,158998.1
2254,185811.25
2255,194348.86
2256,185435.03
2257,206354.6
2258,167543.55
2259,178470.62
2260,142186.1
2261,189664.2
2262,209975.02
2263,347853.16
2264,462076.16
2265,165986.56
2266,306396.12
2267,375252.9
2268,425279.75
2269,150015.3
2270,186989.47
2271,220185.48
2272,189274.05
2273,158767.8
2274,173586.69
2275,169777.28
2276,179588.48
2277,190256.03
2278,144418.61
2279,119450.51
2280,126162.87
2281,164263.95
2282,180403.66
2283,108422.33
2284,105862.12
2285,149451.56
2286,119815.87
2287,353435.44
2288,277108.66
2289,398548.75
2290,463055.34
2291,312087.16
2292,430745.44
2293,497614.12
2294,432084.4
2295,462362.16
2296,289947.3
2297,312613.4
2298,310699.34
2299,398415.62
2300,338384.88
2301,268026.44
2302,243894.3
2303,256110.75
2304,242995.95
2305,183727.66
2306,180066.19
2307,188188.78
2308,222427.47
2309,281466.44
2310,222538.2
2311,194065.77
2312,178875.5
2313,172770.1
2314,173965.12
2315,180350.62
2316,192897.38
2317,189858.92
2318,176868.16
2319,178005.75
2320,202000.06
2321,230224.52
2322,172722.9
2323,178188.36
2324,172558.12
2325,210370.36
2326,165764.36
2327,209814.31
2328,232544.2
2329,191126.97
2330,177048.52
2331,384282.22
2332,408070.5
2333,331073.47
2334,257203.14
2335,260875.97
2336,337030.34
2337,212022.33
2338,281556.7
2339,222125.95
2340,402691.2
2341,215803.23
2342,236581.08
2343,222799.38
2344,229570.5
2345,233093.86
2346,224757.36
2347,203150.84
2348,235038.39
2349,182069.72
2350,275786.56
2351,249596.34
2352,256198.97
2353,258586.84
2354,143543.8
2355,158833.95
2356,147591.0
2357,191956.19
2358,187582.16
2359,131469.81
2360,113878.15
2361,143423.33
2362,281806.66
2363,126066.88
2364,158392.62
2365,219748.89
2366,206821.31
2367,229617.33
2368,214906.86
2369,225288.05
2370,173405.81
2371,172146.3
2372,199834.7
2373,288127.6
2374,328385.62
2375,262503.88
2376,296910.66
2377,396313.06
2378,132763.88
2379,204060.33
2380,145837.11
2381,164810.02
2382,195201.8
2383,199272.64
2384,242964.34
2385,160931.1
2386,133764.17
2387,132540.22
2388,89727.88
2389,125439.32
2390,146343.44
2391,143735.3
2392,113410.21
2393,165401.83
2394,143587.02
2395,210042.02
2396,137467.66
2397,215170.84
2398,141288.94
2399,61273.543
2400,59498.438
2401,115126.21
2402,134116.89
2403,137235.55
2404,144892.02
2405,157683.08
2406,143176.72
2407,124894.39
2408,140926.48
2409,121742.89
2410,166087.9
2411,121326.7
2412,162709.17
2413,125266.39
2414,134648.48
2415,136724.47
2416,131330.16
2417,132277.06
2418,132427.27
2419,119580.63
2420,126280.26
2421,150860.89
2422,118417.42
2423,124093.92
2424,156383.47
2425,246146.75
2426,136244.83
2427,136467.77
2428,174507.81
2429,112442.07
2430,133431.27
2431,109048.64
2432,148251.62
2433,144695.52
2434,137307.88
2435,152895.52
2436,108151.055
2437,103906.69
2438,128729.35
2439,107890.17
2440,120068.49
2441,100646.41
2442,93837.57
2443,119374.62
2444,123322.19
2445,82101.234
2446,137074.66
2447,167654.11
2448,133662.4
2449,107945.5
2450,142258.56
2451,125937.1
2452,195504.19
2453,94601.766
2454,127907.76
2455,135054.6
2456,133958.06
2457,133733.19
2458,127640.31
2459,103818.67
2460,140143.12
2461,115563.664
2462,141556.8
2463,127066.59
2464,176188.14
2465,136667.0
2466,109837.68
2467,133965.73
2468,71815.984
2469,68206.84
2470,191759.97
2471,222605.27
2472,168367.25
2473,116606.41
2474,82948.77
2475,222587.22
2476,110385.78
2477,128390.69
2478,146156.47
2479,110252.39
2480,156668.31
2481,121838.15
2482,132079.2
2483,110103.51
2484,123478.04
2485,121478.875
2486,163567.94
2487,184394.1
2488,160527.0
2489,156969.08
2490,157006.92
2491,98835.92
2492,182173.92
2493,148047.89
2494,150297.19
2495,86779.88
2496,238052.56
2497,151223.48
2498,107806.555
2499,99725.16
2500,122821.25
2501,132673.66
2502,158354.75
2503,92638.58
2504,185611.22
2505,221881.94
2506,255419.08
2507,289045.88
2508,255341.14
2509,215747.27
2510,221125.62
2511,174105.53
2512,199569.4
2513,207511.08
2514,270067.75
2515,153177.67
2516,172823.12
2517,147265.3
2518,145747.61
2519,219291.48
2520,223132.72
2521,189689.72
2522,220671.92
2523,124161.49
2524,142564.8
2525,146076.19
2526,135025.6
2527,111818.195
2528,129438.02
2529,128608.625
2530,127346.89
2531,242911.94
2532,226222.03
2533,195196.73
2534,228593.72
2535,341547.72
2536,236120.84
2537,242402.69
2538,181084.27
2539,186929.58
2540,179843.02
2541,179881.17
2542,167177.84
2543,128374.07
2544,126643.45
2545,136364.4
2546,122556.9
2547,150096.19
2548,151293.11
2549,159855.52
2550,243791.11
2551,138012.22
2552,127588.18
2553,76617.5
2554,97761.13
2555,123953.02
2556,110687.89
2557,110729.54
2558,175774.45
2559,142306.06
2560,157923.14
2561,154881.06
2562,144495.88
2563,161311.45
2564,202307.27
2565,143822.45
2566,160594.8
2567,131125.5
2568,205800.03
2569,196925.72
2570,123292.26
2571,181221.16
2572,163854.9
2573,216843.97
2574,273112.8
2575,129892.26
2576,129315.125
2577,164152.77
2578,83358.03
2579,57097.965
2580,132977.89
2581,119913.49
2582,122304.336
2583,271555.12
2584,161733.36
2585,176407.69
2586,219090.73
2587,205421.33
2588,155297.98
2589,151004.08
2590,202199.23
2591,216517.48
2592,211382.48
2593,248345.86
2594,173518.84
2595,208678.64
2596,328009.4
2597,185417.8
2598,268924.2
2599,321401.06
2600,206398.06
2601,155278.55
2602,78035.2
2603,97780.5
2604,93428.43
2605,71734.97
2606,150621.8
2607,197257.97
2608,198354.27
2609,161684.06
2610,117192.62
2611,131060.4
2612,149169.62
2613,127747.375
2614,120650.766
2615,153960.95
2616,146873.73
2617,201475.45
2618,202186.3
2619,191619.23
2620,189773.52
2621,181640.39
2622,186512.14
2623,265486.47
2624,294653.3
2625,321388.9
2626,177017.78
2627,175492.17
2628,465644.03
2629,530507.75
2630,382603.38
2631,468990.38
2632,447344.4
2633,339477.62
2634,416133.8
2635,151136.95
2636,180721.0
2637,176458.45
2638,266667.44
2639,191809.44
2640,152260.4
2641,100328.17
2642,190916.38
2643,100843.914
2644,121839.59
2645,108827.79
2646,95720.98
2647,107077.89
2648,141775.11
2649,144675.5
2650,148026.05
2651,139972.53
2652,420139.34
2653,240639.67
2654,249229.55
2655,399865.22
2656,331150.4
2657,372917.25
2658,282548.5
2659,312175.03
2660,348918.7
2661,371171.47
2662,355650.56
2663,281533.22
2664,272324.72
2665,324607.88
2666,301273.03
2667,167521.95
2668,180494.95
2669,177361.83
2670,301281.3
2671,185218.64
2672,195123.66
2673,201918.95
2674,201017.38
2675,169194.5
2676,186482.08
2677,194087.55
2678,251937.62
2679,283590.1
2680,280930.34
2681,427300.62
2682,334085.28
2683,531060.25
2684,320211.1
2685,367553.9
2686,249929.97
2687,330635.44
2688,225539.98
2689,222604.73
2690,476661.47
2691,184909.66
2692,138141.97
2693,191405.48
2694,140942.33
2695,192101.31
2696,179058.98
2697,190671.72
2698,186868.84
2699,165395.06
2700,152237.61
2701,137006.6
2702,94719.36
2703,115521.016
2704,142757.77
2705,115734.95
2706,110101.78
2707,118540.37
2708,137153.4
2709,112415.34
2710,129797.85
2711,317719.97
2712,393111.22
2713,171779.11
2714,145020.16
2715,169176.8
2716,145682.19
2717,181233.69
2718,230061.83
2719,157134.12
2720,170802.9
2721,129271.58
2722,159492.97
2723,144287.1
2724,125704.57
2725,132501.75
2726,142060.48
2727,195955.58
2728,162873.11
2729,148944.78
2730,141475.12
2731,135471.17
2732,129632.52
2733,159477.97
2734,141255.94
2735,128279.984
2736,137014.34
2737,123463.125
2738,133786.64
2739,165873.05
2740,129717.734
2741,152861.66
2742,140100.39
2743,143833.16
2744,163388.66
2745,147255.03
2746,133778.31
2747,144821.72
2748,120199.93
2749,128599.58
2750,139090.05
2751,132346.77
2752,230475.94
2753,148777.97
2754,238765.64
2755,126103.03
2756,103174.336
2757,74358.68
2758,81826.055
2759,150371.11
2760,130064.99
2761,148832.6
2762,150963.6
2763,169472.97
2764,148856.3
2765,286943.38
2766,132481.66
2767,93937.87
2768,139236.34
2769,135321.8
2770,155256.95
2771,111742.414
2772,122134.53
2773,164895.22
2774,137593.97
2775,129761.41
2776,145854.4
2777,141012.75
2778,115249.81
2779,123589.82
2780,99015.22
2781,95221.625
2782,78309.37
2783,108495.47
2784,127230.09
2785,136802.08
2786,73049.945
2787,126172.43
2788,67928.16
2789,186356.5
2790,91404.766
2791,110305.46
2792,62399.793
2793,179640.66
2794,107531.3
2795,122955.26
2796,101041.48
2797,205555.73
2798,121124.11
2799,117002.93
2800,52663.465
2801,111859.45
2802,135910.69
2803,185709.36
2804,140824.95
2805,110772.125
2806,75332.875
2807,166109.98
2808,152015.73
2809,138411.44
2810,130482.69
2811,159068.05
2812,158530.67
2813,170262.48
2814,150748.45
2815,107949.16
2816,234487.5
2817,161087.98
2818,129714.81
2819,150417.92
2820,137595.36
2821,109833.0
2822,204603.19
2823,343369.0
2824,178861.52
2825,166405.72
2826,127595.85
2827,139154.94
2828,214314.83
2829,210968.73
2830,227324.11
2831,183116.31
2832,243794.0
2833,279735.44
2834,205458.34
2835,201931.31
2836,188493.4
2837,158585.6
2838,156429.31
2839,178997.56
2840,202432.34
2841,208969.03
2842,224510.05
2843,152614.78
2844,157153.75
2845,118233.016
2846,207716.28
2847,204356.45
2848,230880.9
2849,198021.75
2850,293249.22
2851,217641.44
2852,242443.3
2853,242427.86
2854,141038.22
2855,202681.44
2856,200300.03
2857,183702.9
2858,208048.05
2859,116198.24
2860,121804.5
2861,124661.75
2862,188678.58
2863,137941.14
2864,240527.06
2865,144816.19
2866,138106.45
2867,94942.36
2868,92425.29
2869,109005.21
2870,125238.49
2871,89321.11
2872,45745.086
2873,105591.445
2874,139407.62
2875,113060.836
2876,169020.39
2877,135115.52
2878,177608.81
2879,141304.97
2880,99027.97
2881,157864.77
2882,165630.17
2883,193292.38
2884,194989.98
2885,184797.31
2886,241666.9
2887,95965.57
2888,133626.5
2889,46370.707
2890,81609.555
2891,129333.32
2892,61603.9
2893,83232.03
2894,59033.44
2895,313310.75
2896,279678.8
2897,189539.22
2898,148526.67
2899,216906.33
2900,153491.17
2901,203586.48
2902,191571.33
2903,342158.0
2904,362529.75
2905,105373.75
2906,206385.14
2907,112613.76
2908,134997.05
2909,146238.22
2910,83144.95
2911,77845.234
2912,141704.53
2913,65612.516
2914,76004.36
2915,84553.02
2916,62916.23
2917,171515.67
2918,118554.76
2919,233817.73
